#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321A36A5A
#Date Time: 2025-02-25 14:16:59.789
#Start: 5 Hz
#Stop: 50 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.41258 V
#Offset: -2.66679e-05 V
#Relative: no
#Channel: Channel 2
#Range: 5.49792 V
#Offset: 9.30476e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
7.803749815460558,-13.06666424124165,8.386325255601729,-2.577310196794606
7.924465962305567,-14.09860807650099,9.032370272560996,-2.857910854927333
8.047049466312673,-15.37260272195379,9.753024031470483,-3.102876780072592
8.171529213615688,-16.54657064184624,10.57079784333021,-3.532546071349344
8.297934537187803,-17.75528771089865,11.53630208265985,-4.016620619096273
8.426295223753758,-19.05145102568338,12.73932602991874,-4.736370937583786
8.556641520808906,-20.87540359815471,14.25447927489722,-6.371516420157072
8.689004143746876,-23.11780371113776,16.26334064093098,-7.905841762632889
8.823414283097501,-26.04155043326342,19.14316090163901,-12.17234190381335
8.959903611876669,-30.78104969813895,23.79126792962023,-21.91927945997281
9.098504293049919,-38.2150325113522,30.68490790980588,-74.26900296099514
9.239248987111454,-32.81332550036101,24.97064857340462,-148.953007573823
9.382170859780425,-27.02205242935412,18.88196043177951,-163.8653630877033
9.527303589816237,-23.82539662691647,15.0764369601843,-169.0374627174529
9.67468137695476,-21.81200672605851,12.22673596148358,-170.7227757526332
9.824338949967338,-19.85087614189248,9.714537960885171,-170.988811954694
9.976311574844399,-18.04603659892607,7.954156789166031,-173.5506686573556
10.13063506310572,-16.49627849030756,6.358336498481273,-173.3637574420046
10.2873457802392,-14.91264949768105,4.790522134156025,-174.5722191687154
10.4464806542702,-13.31608031107118,3.25746874342461,-175.5520281405535
10.60807718446342,-11.38073495540026,1.669501837907083,-175.9146971552516
10.77217345015942,-9.755567626444675,-0.1123372747253276,-174.6492817279939
10.93880811974776,-8.836413579618847,-1.796301995150584,-171.573311757549
11.10802045977906,-7.973821249900844,-3.131620185756989,-172.7816478030448
11.27985034421788,-7.054637450097749,-4.411103299404716,-173.0048949690825
11.45433826383887,-6.089340220807236,-5.61779707592817,-174.2254319743409
11.63152533576813,-5.125543520455324,-6.288681676354301,-175.713211297588
11.81145331317231,-4.323167892401464,-7.458394993773815,-176.613271005498
11.99416459509745,-3.696429564835452,-8.714176448512061,-176.6783585577909
12.17970223646014,-3.160054701463442,-10.08806510143042,-176.9450790951853
12.36810995819311,-2.789085196184748,-11.85739488552949,-176.492247831946
12.5594321575479,-2.655180298747262,-13.98449445634805,-175.9852646299111
12.7537139185568,-2.661172127468736,-16.54740061017035,-173.9344689515692
12.95100102265662,-2.682524760041928,-19.59764367284939,-173.3733905562072
13.15133995947691,-3.018170741493932,-24.73072384988037,-167.5251217507859
13.35477793779493,-3.432544732004814,-34.56222805507215,-142.0359061452695
13.56136289666014,-4.020298255147728,-31.54848684482583,-23.10110076885847
13.77114351669083,-4.73112880966876,-24.53799365249708,-6.358546012571054
13.98416923154539,-5.380332313452181,-20.34943319038294,-3.091053242487504
14.20049023957108,-5.678070357478616,-17.46934366110586,-2.202588294500865
14.42015751563303,-5.724094897238178,-15.59289645566117,-1.96951812417268
14.64322282312618,-5.733665303304375,-14.08560024228684,-1.908571497364846
14.86973872617303,-5.83467982229907,-12.81334119152655,-1.85885697130513
15.09975860201008,-6.043485713863628,-11.70514559132563,-1.813779628331631
15.33333665356592,-6.247584103681694,-10.72882760995038,-2.33652824501965
15.5705279222338,-6.517982153928315,-10.0876694526762,-2.969183346209277
15.8113883008419,-6.767976991292795,-9.178230352518659,-1.460493083342953
16.05597454682411,-6.735024647168063,-8.543968670169555,-1.230852988727037
16.30434429559466,-6.819924470045393,-7.897084482247622,-1.340834881315416
16.55655607412956,-6.95329465392942,-7.22052025637046,-1.54700676912335
16.81266931475813,-7.067086447777404,-6.615404701971062,-1.588882760456045
17.07274436916801,-7.147290127344558,-6.049854990541954,-1.769982929656479
17.33684252262658,-7.257401165023074,-5.481700232879749,-1.670306617861343
17.60502600842259,-7.443275592931071,-4.927131410614249,-1.51014023974173
17.87735802253107,-7.611591375911322,-4.372754212220426,-1.313845442322773
18.15390273850507,-7.762391486676266,-3.822824472251203,-1.323820924947938
18.43472532259787,-7.942193854100275,-3.258388071621339,-1.298263989870719
18.71989194911906,-8.100020867493487,-2.707184533759732,-1.247176917711574
19.00946981602806,-8.282240051257761,-2.135516547295672,-1.200877009372192
19.30352716076906,-8.462176841795122,-1.554638450104748,-1.18567647919798
19.60213327635076,-8.649128387390327,-0.9343558343454184,-1.229540469552575
19.90535852767486,-8.782585714104382,-0.3000170425015957,-1.172133066642402
20.21327436811722,-8.941246809758832,0.3711267996788379,-1.145221461755948
20.52595335636539,-9.108248470471548,1.088596173978904,-0.9931215986367761
20.84346917351677,-9.267891648908837,1.912132519249037,-0.9631146507187509
21.16589664044104,-9.373364385129376,2.751066860779423,-1.058391134932222
21.49331173541138,-9.551386534297436,3.735163686120991,-1.625542243107617
21.8257916120083,-9.793527444711266,4.657216193529485,-2.936382253133274
22.16341461730044,-10.06401786832191,5.606202418469293,-1.580220357245153
22.50626031030668,-10.3871640704499,6.711186480213057,-1.230624838137544
22.85440948074375,-10.86289381874454,8.278275999677145,2.353472658624668
23.20794416806389,-11.89209728506281,11.4515701553423,4.630059388884987
23.56694768078702,-13.04416671259017,14.25211882078947,1.226220086111169
23.93150461613192,-15.65941646260573,19.37074684128928,-7.229156383995495
24.30170087995108,-19.38195729563413,25.38612014892896,-45.6383143753747
24.67762370697403,-19.65854781845014,27.57049279694565,-99.24158925950783
25.05936168136361,-9.687493813025913,21.48036875347339,-152.8620300669594
25.44700475759045,-2.080325044478381,17.17331619845752,-168.3588192588513
25.84064428163018,1.085487284916435,14.58745630466313,176.1655893179424
26.24037301248863,-8.316377776293409,5.593349592831745,98.29240186008468
26.64628514406002,-4.738314798016077,9.396679944600786,153.6552916827403
27.05847632732318,-6.36274771397569,5.717438034569527,164.9815400459621
27.47704369288122,-7.531476287871277,2.996132677856948,178.4329973790597
27.90208587384982,-7.183480700282129,5.133066127249234,-167.9338884710827
28.33370302909956,-8.001126125625122,1.739632788714111,-168.849912138112
28.77199686685785,-7.953124278842473,2.035897722804884,-175.0752611120216
29.21707066867588,-8.121290811549942,1.157432707751996,176.1381918739822
29.6690293137664,-8.397307887846525,-0.1393884010562133,-179.9898936869856
30.12797930371789,-8.618131602371259,-1.251037971608587,-178.4914049386583
30.59402878759109,-8.770664234155625,-2.020632240286143,-179.3788326383057
31.06728758740379,-8.878752172363274,-2.453129564266691,-179.0630823039513
31.54786722400967,-8.995490739092794,-3.123367823187209,-179.8151355581719
32.03588094337768,-9.081809509344623,-3.526732183262758,-179.2734283836992
32.53144374327786,-9.187368397932019,-4.229797724961403,-179.5042181672764
33.0346724003798,-9.288768510419063,-4.75478426077852,-179.7225482600211
33.54568549777056,-9.382896337631268,-5.281340816316982,-179.9547215187657
34.06460345289807,-9.471009440319996,-5.808703772650494,-179.9572747147475
34.59154854594682,-9.555441423768329,-6.324429136040544,-179.9864121854478
35.12664494865261,-9.625916517590724,-6.813317949573436,-179.8927863402866
35.67001875356281,-9.706063218612154,-7.283259728093561,-179.9562888215402
36.2217980037495,-9.766881707127279,-7.726566853888227,-179.9315969476756
36.78211272298207,-9.829092327970981,-8.184970201251513,-179.8454399432436
37.35109494636657,-9.905640050280795,-8.594155384186784,-179.7492703583623
37.92887875145919,-9.973574312908353,-8.991864809273377,-179.5438693215199
38.51560028986074,-10.02432549012179,-9.388724290151778,-179.4390190855388
39.11139781930012,-10.08979328496989,-9.76633642024858,-179.3177021419446
39.71641173621408,-10.12965828413764,-10.07049216904693,-179.2362886798542
40.33078460883067,-10.18836405331404,-10.36818124634183,-179.7219174897837
40.95466121076486,-10.26145779371333,-10.93655241078002,-179.9726713663505
41.58818855513356,-10.29928339815298,-11.05533686629983,-179.9890179956155
42.23151592919842,-10.33059811110605,-11.35658262784609,-179.7825470180504
42.8847949295447,-10.39950080984843,-11.73643310062283,179.6871296323351
43.54817949780403,-10.39962802722171,-12.14835838106258,-179.6223048839648
44.22182595692998,-10.46918040261271,-12.39858331971037,179.4236268960443
44.90589304803473,-10.49304245800901,-12.6545881944597,179.5537378793333
45.60054196779548,-10.4998503922801,-12.99413861676597,179.3268013804594
46.30593640643967,-10.57397017245831,-13.34283143114524,179.9031978813777
47.02224258631759,-10.56618026059569,-13.56236683181818,179.3010436789196
47.74962930107179,-10.59775352156712,-13.84568097607433,179.5995513605371
48.48826795541247,-10.66769792474435,-14.14490124489978,179.5730856233661
49.23833260550791,-10.68269420875763,-14.39767876535663,179.1563938371876
50,-10.77037750859868,-14.66607456276924,179.3910346314971
